"nom";"adresse";"departement";"codepostal";"nomcommune";"inseecommune";"lambert2x";"lambert2y";"substance"
"SOCIETE DES CALCAIRES DE PAYROUX ";"Montedont, Clavellerie, Rapiette";"86";"86460";"MAUPREVOIR";"86152";458003;2134881;"CALCAIRE"
"BELLIN SA";"Les Moulins";"86";"86480";"ROUILLE";"86213";424365;2155962;"CALCAIRE"
"FRANCEPIERRE POITOU-CHARENTES SAS";"Bois de Brétigny, Hautes Plantes";"86";"86800";"JARDRES";"86114";467652;2175625;"CALCAIRE"
"CARRIERES DE LA VIENNE SA";"Les Grippes";"86";"86800";"JARDRES";"86114";467499;2174473;"CALCAIRE"
"CARRIERES DE LA VIENNE SA";"Le Bois de Lépinne, Lépinne";"86";"86800";"LAVOUX";"86124";462277;2178608;"CALCAIRE"
"CARRIERES DE VALDIVIENNE SA";"Vallée de la Ruette, Les Carrières";"86";"86300";"VALDIVIENNE";"86233";469878;2165177;"CALCAIRE"
"CMGO Germond (ex Rambaud)";"Les Rochards";"79";"79220";"GERMOND ROUVRE";"79133";387842;2167751;"DIORITES"
"THIOLLET (Parnay)";"Le Parnay Est";"79";"79600";"IRAIS";"79141";415768;2211992;"CALCAIRE"
"CARRIERE DE LUCHE";"La Morinerie";"79";"79330";"LUCHE THOUARSAIS";"79159";397982;2215505;"DIORITES"
"BABU Daniel";"Le Bois Batard";"79";"79100";"ST LEGER DE MONTBRUN";"79265";414004;2223478;"CALCAIRE"
"CMGO Saint-Marc-la-Lande (ex Rambaud)";"Le Verger";"79";"79310";"ST MARC LA LANDE";"79271";391921;2173382;"DIORITES"
"CARRIERE DU SAUVAGET";"Le Sauvaget";"79";"79240";"ST PAUL EN GATINE";"79286";374150;2186107;"SCHISTES"
"LAFARGE Champs Chétif (ex Musset)";"Champs Chétif";"79";"79350";"CLESSE";"79094";391736;2198035;"AMPHIBOLITES"
"ROY (Gouraudière)";"La Gouraudière";"79";"79100";"MAUZE THOUARSAIS";"79171";403152;2220942;"DIORITES,GRANITE"
"MOREAU (Donia)";"Donia";"79";"79400";"SAIVRES";"79302";403921;2163533;"DIORITES"
"ROCHE TP (Coulon)";"Vallée Frelet";"79";"79510";"COULON";"79100";377358;2154436;"CALCAIRE"
"PICOULET Michel ETA TP SA - Montpellier";"Le Pas de Chez Chauvin";"17";"17260";"MONTPELLIER DE MEDILLAN";"17244";359279;2073568;"CALCAIRE"
"ROCAMAT PIERRE NATURELLE SNC";"Les Roches Les Morineaux";"17";"17800";"AVY";"17027";375385;2066577;"CALCAIRE"
"EIFFAGE ex APPIA Charentes SNC";"Fief des Huitains";"17";"17170";"COURCON";"17127";357108;2142551;"CALCAIRE"
"THIOLLET (Gruges)";"Les Gruges";"79";"79600";"AIRVAULT";"79005";408892;2204921;"CALCAIRE"
"SEC TP SA - Dompierre sur Chte";"Fief de Nérat";"17";"17610";"DOMPIERRE SUR CHARENTE";"17141";378817;2082239;"CALCAIRE"
"SECAB SA";"Quartier du Clerc";"17";"17160";"LA BROUSSE";"17071";391502;2102883;"CALCAIRE"
"ATLANTIC ROUTE ex SOPOTP SA";"Petits et Grands Ceps";"17";"17800";"PONS";"17283";373649;2066260;"CALCAIRE"
"AB CESAR SARL(exIMERYS) Combie/Char2007";"Clos de Naudou-Mainezeroux1-Mainezeroux2";"16";"16320";"COMBIERS";"16103";451546;2059530;"GRES"
"ROCAMAT - Vilhonneur";"Les Raillats - Chez Capion";"16";"16220";"VILHONNEUR";"16406";450224;2077510;"CALCAIRE"
"CARRIERES D'HAIMS";"Les Taillis de Bauvais";"86";"86310";"HAIMS";"86110";494926;2170176;"CALCAIRE"
"FRANCEPIERRE POITOU-CHARENTES SAS";"Les Hauts de Planterie";"86";"86440";"MIGNE AUXANCES";"86158";445846;2184830;"CALCAIRE"
"CARRIERES DE LA VIENNE SA";"""Champs du Puits des Vallées""";"86";"86800";"TERCE";"86268";462375;2170028;"CALCAIRE"
"LAFARGE Exireuil (ex Boisliveau)";"La Renardière";"79";"79400";"EXIREUIL";"79114";407089;2161703;"DIORITES"
"EUROVIA PCL (Fors)";"Lieu-dit ""Les Nouzières""";"79";"79230";"FORS";"79125";385684;2141165;"CALCAIRE"
"AB CESAR SARL(ex IMERYS) - Rougnac ";"Le Maine Gontier";"16";"16320";"ROUGNAC";"16285";443518;2063974;"GRES"
"AB CESAR SARL(exIMERYS) - Vouzan";"Le Baradis-La Chaume et les Gdes Vignes ";"16";"16410";"VOUZAN";"16422";445361;2067965;"GRES"
"AB CESAR SARL(exIMERYS) - Dirac ";"Les Grands Bois";"16";"16410";"DIRAC";"16120";435015;2069921;"GRES"
"IRIBARREN - Valdivienne";"La Croix Pion";"86";"86300";"VALDIVIENNE";"86233";463865;2165970;"CALCAIRE"
"MOREAU (Mazières)";"Les Rouleaux";"79";"79310";"MAZIERES EN GATINE";"79172";395704;2173106;"DIORITES"
"LAFARGE - La Couronne / Carrière";"Les Chaumes de la Bergerie";"16";"16400";"LA COURONNE";"16113";426279;2070279;"CALCAIRE"
"GRANULATS CHARENTES LIMOUSIN - St Eloi";"St Eloi";"16";"16150";"EXIDEUIL";"16134";471465;2099460;"DIORITES"
"AUDOIN et Fils - Garat  Peusec";"""Peusec""";"16";"16410";"GARAT";"16146";438870;2073476;"CALCAIRE"
"CDMR - Genouillac - Les Fayards";"""Les Fayards"" - ""Les Mouillères""";"16";"16270";"GENOUILLAC";"16149";465239;2094299;"DIORITES"
"CARRIERES DU CONFOLENTAIS SARL - Lessac";"Aux Plantes - Peux Coutu - Les Cotes";"16";"16500";"LESSAC";"16181";472093;2118738;"GRANITE"
"PIERRES DE SAINTONGE SARL";"Les Marronniers (ex La Maladrerie Ouest)";"17";"17500";"JONZAC";"17197";382128;2051080;"CALCAIRE"
"CDMR - Aussac Vadalle";"La Malentreprise-Les Essars-Les taillis";"16";"16560";"AUSSAC VADALLE";"16024";435478;2094503;"CALCAIRE"
"CDMR - Chateauneuf - Peuroty";"Peuroty - Delaisse - Champ de Fontaury-";"16";"16120";"CHATEAUNEUF SUR CHARENTE";"16090";411779;2069647;"CALCAIRE"
"ROCAMAT - Sireuil";"Le Taillis - Le Grand Plantier";"16";"16440";"SIREUIL";"16370";419725;2072514;"CALCAIRE"
"CARRIERE DE NEGRAT - St Germ.Confolens ";"""Négrat""";"16";"16500";"ST GERMAIN DE CONFOLENS";"16322";471490;2117006;"GRANITE"
"CALCIA Ciments SA";"Le Logis - Le Logis Est";"17";"17210";"BUSSAC FORET";"17074";387851;2028409;"CALCAIRE"
"GCM Granulats de Chte Mme (Grézac)";"Longchamp";"17";"17120";"GREZAC";"17183";354343;2070959;"CALCAIRE"
"SEC TP SA - Plassay";"Les Râles - La Bouillée";"17";"17250";"PLASSAY";"17280";362082;2099393;"CALCAIRE"
"SCL Sté - St Agnant";"La Queue de l'Oiseau";"17";"17620";"ST AGNANT";"17308";346432;2102112;"CALCAIRE"
"GCM Granulats de Chte Mme (St Sauveur)";"Porte Fâche";"17";"17540";"ST SAUVEUR D AUNIS";"17396";351701;2142665;"CALCAIRE"
"SEC TP SA - St Hilaire de V. (Gripeau)";"Champ Gripeau";"17";"17770";"ST HILAIRE DE VILLEFRANCHE";"17344";376889;2099219;"CALCAIRE"
"GCM Granulats de Chte Mme (St Porchaire)";"Fief du Moulin";"17";"17250";"ST PORCHAIRE";"17387";358659;2095135;"CALCAIRE"
"PICOULET Michel ETA TP SA - St S. Bordes";"Chez Naudon";"17";"17500";"ST SIMON DE BORDES";"17403";380789;2049281;"CALCAIRE"
"GCM Granulats de Chte Mme (St Sornin)";"Gratte Chat";"17";"17600";"ST SORNIN";"17406";340696;2091216;"CALCAIRE"
"MOREAU KLEBER SA ex CLION Soubise";"Péré Maillard";"17";"17780";"SOUBISE";"17429";341332;2107427;"CALCAIRE"
"TERREAL - Ch.Chatelars -La Faurie";"La Faurie-Ch de la Croix-etc";"16";"16310";"CHERVES CHATELARS";"16096";459141;2091530;"ARGILE"
"CALCIA (Fief d'Argent)";"Rue du Fief d' Argent";"79";"79600";"AIRVAULT";"79005";410924;2204248;"CALCAIRE"
"ROY (Noubleau)";"LA NOUBLEAU";"79";"79330";"ST VARENT";"79299";403731;2211553;"DIORITES"
"MOREAU Kléber SA carrières (ex GUILLON)";"Les Glands de Baillefais";"79";"79190";"LIMALONGES";"79150";435888;2129433;"CALCAIRE"
"CMGO La Peyratte (ex Rambaud)";"Le Pont";"79";"79200";"LA PEYRATTE";"79208";408187;2188734;"GRANITE"
"LAFARGE Ste Eanne (ex Boisliveau)";"Hauts de Rochefort";"79";"79800";"STE EANNE";"79246";409961;2156859;"CALCAIRE"
"CMGO Verruyes (ex RAMBAUD)";"La Tardivière";"79";"79310";"VERRUYES";"79345";396788;2172005;"DIORITES"
"ROCAMAT SA - Marigny Brizay";"Bois de la Tour de Signy, La Petite Tour";"86";"86380";"MARIGNY BRIZAY";"86146";448327;2196372;"CALCAIRE"
"CMGO (ex Rambaud carrières)";"Croix barbin,Vallée Mulet, Couchebret";"86";"86320";"MAZEROLLES";"86153";473384;2156025;"MAT. SILICEUX"
"IRIBARREN - Mouterre";"Bois de la Roderie";"86";"86430";"MOUTERRE SUR BLOURDE";"86172";477344;2138242;"DIORITES"
"BELLIN - Payré";"LES MINIERES";"86";"86700";"PAYRE";"86188";436600;2153701;"CALCAIRE"
"GSM";"Le Pouillau, Les Groillons";"86";"86160";"ST MAURICE LA CLOUERE";"86235";456167;2155419;"CALCAIRE"
"GSM - Maine de Boixe";"Champs de l'Etang";"16";"16230";"MAINE DE BOIXE";"16200";433240;2095272;"CALCAIRE"
"STPG (ex. GUILGAULT)- Craon";"LES DIMES";"86";"86110";"CRAON";"86087";421515;2200806;"CALCAIRE"
"ROCAMAT SA - Jardres";"Les Grippes, Les Grandes Groies";"86";"86800";"JARDRES";"86114";467495;2174473;"CALCAIRE"
"ROCAMAT SA Chasseneuil";"Bonnillet Nord";"86";"86360";"CHASSENEUIL DU POITOU";"86062";449484;2183122;"CALCAIRE"
"GSM - La Rochette";"Les Maubatis-Les Combes-Les Romagnes etc";"16";"16110";"LA ROCHETTE";"16282";441452;2090079;"CALCAIRE"
"CDMR - Birac";"Bois des Fouillouses,des Genets,Coupeaux";"16";"16120";"BIRAC";"16045";413947;2066453;"CALCAIRE"
"BARRE (Blanzay)";"LD LA CROIX BOUYER";"86";"86400";"BLANZAY";"86029";439621;2134220;"CALCAIRE"
"CARRIERES DE LUGET VILHONNEUR - Pranzac";"Les Chaumes du Ruat";"16";"16110";"PRANZAC";"16269";447730;2077047;"CALCAIRE"
"MOREAU & Fils SARL";"Les Râles";"17";"17250";"PLASSAY";"17280";362082;2099383;"CALCAIRE"
"ROCAMAT SA";"Grand Clos du Breuil";"86";"86300";"CHAUVIGNY";"86070";468797;2176101;"CALCAIRE"
"CTS SA Carrières de Thénac & Saintonge";"Les Mauds La Clochetterie";"17";"17460";"THENAC";"17444";365966;2077780;"CALCAIRE"
"SCREG SUD-OUEST";"La Grande Roussellerie";"17";"17600";"LE CHAY";"17097";347379;2077513;"CALCAIRE"
"LABASSE (carrière)";"La Palisse";"79";"79400";"NANTEUIL";"79189";407087;2160653;"CALCAIRE"
"CDMR Société ex. CARRIERE DE L'ARNOULT";"Fief Lion";"17";"17250";"STE GEMME";"17330";345375;2090562;"CALCAIRE"
"EUROVIA SA Beurlay Trizay";"Communal de St Thomas";"17";"17250";"BEURLAY";"17045";350817;2102323;"CALCAIRE"
"MAISSANT David SARL";"Refermé des Turbets";"17";"17470";"ST MANDE SUR BREDOIRE";"17358";396413;2117536;"CALCAIRE"
"MARCHAND Paul SARL Beurlay";"Groie de la Taillée";"17";"17250";"BEURLAY";"17045";353712;2100518;"CALCAIRE"
"AB CESAR SARL(exIMERYS) -Feui/Gras/Mainz";"La Prise du Buis, chaulivier, Les Grozil";"16";"16380";"FEUILLADE";"16137";452269;2065147;"GRES"
"AJIR AGREGATS (ex CREMOUX Jean-Louis)";"lieu-dit Envaux";"16";"16420";"BRIGUEUIL";"16064";485533;2105170;"GRANITE"
"FRANCEPIERRE - Sireuil (ex Car.de Brétig";"Les Chagnerasses-Sur les Chaumes-Chez Pa";"16";"16440";"SIREUIL";"16370";418633;2072786;"CALCAIRE"
"AB CESAR SARL(exIMERYS) - Edon";"Cagouilles et Tonnelle du Parc";"16";"16320";"EDON";"16125";444848;2057132;"GRES"
"ROCAMAT - Nersac - Pombreton";"""Champs de Marques""";"16";"16440";"NERSAC";"16244";422663;2070109;"CALCAIRE"
"SECTPL - Parzac";"""Pièce au-dessus de la Louberie""";"16";"16450";"PARZAC";"16255";451117;2104224;"CALCAIRE"
"GAUTHIER CHARENTE SAS -  Pranzac";"Combe Brune -Ch. de l'Oisillon-Clos du P";"16";"16110";"PRANZAC";"16269";447532;2077977;"CALCAIRE"
"RTL  (ex BOUCHER Ets)";"Les Roches";"86";"86330";"MONCONTOUR";"86161";419678;2204870;"CALCAIRE"
"SDTP  St Même Les Carrières";"Bois Charente";"16";"16720";"ST MEME LES CARRIERES";"16340";407517;2073728;"CALCAIRE"
"CARRIERES DE LA VIENNE SA";"La Bruyère";"86";"86530";"AVAILLES EN CHATELLERAULT";"86014";463997;2194799;"CALCAIRE"
"CARRIERES DU SUD OUEST  (ex sauvaget";"Les Chails";"17";"17250";"GEAY";"17171";358651;2099576;"CALCAIRE"
"TERREAL -  Manot ""Le Grand champ""";"""Le Grand champ"" - ""La Borde""";"16";"16500";"MANOT";"16205";466965;2101563;"MAT.SILICO ARGILEUX"
"AB CESAR SARL (Ex IMERYS)- Combiers";"Forêt de la Mothe - Parrucoud";"16";"16320";"COMBIERS";"16103";449632;2058962;"GRES"
"ROL et POMPIER SA";"LE CHAMBON";"19";"19560";"ST HILAIRE PEYROUX";"19211";546132;2021825;"GNEISS"
"CARRIERES DU BASSIN DE BRIVE - CROCHET";"CROCHET";"19";"19600";"CHASTEAUX";"19049";533845;2010622;"CALCAIRE"
"LACHAUX  - LA PERCHE ";"LA PERCHE";"19";"19350";"CHABRIGNAC";"19035";521833;2034587;"AMPHIBOLITES"
"FARGES SARL- LES PLATS";"LES PLATS";"19";"19200";"LIGNAREIX";"19114";597722;2067809;"GNEISS"
"GRANITS DU CENTRE - LAPLEAU";"GIBARNEIX";"19";"19550";"LAPLEAU";"19106";584234;2032870;"GNEISS"
"GRANITS DU CENTRE - PUY CHABANIER";"PUY CHABANIER";"19";"19290";"ST REMY";"19238";594843;2075742;"GRANITE"
"CARRIERES DU BASSIN DE BRIVE (Royères) ";"Combas - Puy de la Clède";"87";"87400";"ROYERES";"87129";529422;2093919;"GRANITE"
"Carrières Soubrebost-Technipierres-siteN";"Les carrières Site Nord";"23";"23250";"SOUBREBOST";"23173";561654;2106129;"GRANITE"
"Carrières de Soubrebost - Technipierres";"Les Carrières";"23";"23250";"SOUBREBOST";"23173";561598;2105822;"GRANITE"
"NOURRISSEAU GRANITS (Borde)";"La Borde";"23";"23460";"ST PIERRE BELLEVUE";"23232";563957;2098451;"GRANITE"
"IMERYS CERAMICS France (DAM) ";"MONTEBRAS";"23";"23600";"SOUMANS";"23174";596500;2147152;"FELDSPATHS"
"FLAMARY - PUY GERALD";"PUY-GERALD";"19";"19600";"LISSAC SUR COUZE";"19117";530623;2013052;"CALCAIRE"
"ARDOISIERES D'ALLASSAC";"LES PISSOTES";"19";"19240";"ALLASSAC";"19005";531415;2027857;"SCHISTES"
"CARRIERE BROUSSE DUPUY SAS";"PUY-DELLI";"19";"19450";"CHAMBOULIVE";"19037";552046;2050100;"GNEISS"
"BROSSON MICHEL SA";"ROCHES LONGUES";"19";"19360";"COSNAC";"19063";539153;2012847;"GRES"
"EUROVIA POITOU CHARENTE LIMOUSIN carrièr";"LE SAPINIER";"19";"19360";"DAMPNIAT";"19068";546760;2017867;"GNEISS"
"FAUCHER Bernard";"LA REBEYROTTE";"19";"19800";"EYREIN";"19081";571237;2039644;"GRANITE"
"FARGES SARL - LE CHAVANON";"LE CHAVANON";"19";"19340";"FEYT";"19083";614589;2072379;"GNEISS"
"GRANITS DU CENTRE - GIMEL";"MAINCHON";"19";"19800";"GIMEL LES CASCADES";"19085";559403;2034029;"LEPTYNITES"
"ATS - MALET AGENCE BRIVE";"CHAMP FROID";"19";"19250";"MEYMAC";"19136";584312;2056383;"GRANITE"
"CARRIERES DE CONDAT 19";"LE POUILLALOU";"19";"19210";"MONTGIBAUD";"19144";529086;2059033;"LEPTYNITES"
"MARBRIERES DE FAVARS";"COMBE DERPRAS";"19";"19600";"NESPOULS";"19147";533138;2006024;"CALCAIRE"
"CARRIERES DE SOUBREBOST (chaumeil)";"ROC LABRAZIE";"19";"19190";"PALAZINGES";"19156";549080;2018614;"GRANITE"
"TPCO - LES CARRIERES";"LES CARRIERES";"19";"19170";"PEROLS SUR VEZERE";"19160";571228;2066117;"GRANITE"
"ATS -MALET AGENCE BRIVE";"PUY-BLANC";"19";"19190";"LE PESCHER";"19163";555420;2010315;"LEPTYNITES"
"LORENZO EURL";"PONT ROUGE";"19";"19200";"ST EXUPERY LES ROCHES";"19201";601076;2052677;"GRANITE"
"GRANITS DU CENTRE - UZERCHE";"LE FAUCOU";"19";"19140";"UZERCHE";"19276";540295;2046848;"AMPHIBOLITES"
"CARRIERES DU BASSIN DE BRIVE";"CEYRAT";"19";"19130";"VOUTEZAC";"19288";527846;2034563;"SCHISTES"
"GOLBERY SNC (Car. P. à L.)";"PONT A LIBAUD";"23";"23380";"AJAIN";"23002";571653;2131217;"GRANITE"
"Domaine de la Riante Borie (Clairavaux)";"LES TROIS PONTS";"23";"23500";"CLAIRAVAUX";"23063";586495;2086123;"GNEISS"
"Domaine de la Riante Borie SA (cressat)";"VALAIZE";"23";"23140";"CRESSAT";"23068";578912;2123552;"GRANITE"
"ANIORTE ET CIE STE";"PONT DU CHER";"23";"23700";"DONTREIX";"23073";614410;2112737;"GRANITE"
"CERF ";"DOULAUD";"23";"23110";"EVAUX LES BAINS";"23076";609637;2131714;"GRANITE"
"GOLBERY SNC (Car. Les Cotes)";"LES COTES";"23";"23380";"GLENIC";"23092";567816;2135134;"GRANITE"
"CARRIERES DE CONDAT (ex TRMC)";"CHANCEAUX";"23";"23300";"ST AGNANT DE VERSILLAT";"23177";535385;2142334;"GRANITE"
"SOTRAMAT";"LE PONT DE LA ROCHE";"23";"23270";"CHATELUS MALVALEIX";"23057";574312;2146636;"DIORITES"
"NOURRISSEAU GRANITS (Puy M)";"PUY MANIBEAU";"23";"23460";"ST PIERRE BELLEVUE";"23232";563931;2098359;"GRANITE"
"Domaine de la Riante Borie SA (Silvain)";"SANNEGRAND LESBARRIS";"23";"23190";"ST SILVAIN BELLEGARDE";"23241";599563;2106417;"GRANITE"
"CARRIERES D'AMBAZAC S.A.";"LES POINTYS";"87";"87240";"AMBAZAC";"87002";526847;2104794;"GNEISS"
"MOREAU ET FILS";"Le Chaume, Les Buis";"87";"87320";"BUSSIERE POITEVINE";"87028";491066;2140715;"SCHISTES"
"CARRIERES DE CONDAT (Brie)";"Brie";"87";"87150";"CHAMPAGNAC LA RIVIERE";"87034";488271;2076965;"AMPHIBOLITES"
"CARRIERES DE CONDAT (Chaptelat)";"PUY PELAT";"87";"87270";"CHAPTELAT";"87038";517103;2100893;"GNEISS"
"CARRIERES DE CONDAT (Condat)";"Le Chambon";"87";"87920";"CONDAT SUR VIENNE";"87048";515237;2085252;"GRANITE"
"GRANULATS DE CHARENTE LIMOUSIN  ";"Pont de Lannaud";"87";"87210";"LA CROIX SUR GARTEMPE";"87052";498471;2128602;"GRANITE"
"CARRIERES DE CONDAT (Magnac Bourg)";"CAUX";"87";"87380";"MAGNAC BOURG";"87088";530592;2064423;"LEPTYNITES"
"CARRIERE DESMARAIS";"Les Six Bornes";"87";"87190";"MAGNAC LAVAL";"87089";513757;2135915;"GRANITE"
"CARRIERES DE CHAMPAGNAC ";"MOULIN DE CHAMPAGNAC";"87";"87600";"ROCHECHOUART";"87126";482987;2096038;"DIORITES"
"PIERRES D'AMBAZAC (St Julien le Petit)";"MONTLARRON";"87";"87460";"ST JULIEN LE PETIT";"87153";550743;2092969;"LEPTYNITES"
"CUPA PIERRES SARL ";"BORD";"87";"87500";"ST YRIEIX LA PERCHE";"87187";506291;2053424;"GNEISS"
"CALCAIRES et DIORITE DU PERIGORD";"LE THEIL";"87";"87500";"ST YRIEIX LA PERCHE";"87187";508981;2055764;"LEPTYNITES"
"LAMA SARL";"PLANCHE MALLET";"87";"87500";"ST YRIEIX LA PERCHE";"87187";506514;2054192;"GNEISS"
"CARRIERES DE MEN ARVOR SA (Montaigut) ";"MONTAIGUT";"87";"87500";"ST YRIEIX LA PERCHE";"87187";509223;2055179;"GNEISS"
"CARRIERES DE CONDAT (Pagnac) ";"PAGNAC";"87";"87430";"VERNEUIL SUR VIENNE";"87201";503108;2096831;"GNEISS"
"FAYOLLE et Fils SA (carrière)";"Le Thym";"23";"23200";"MOUTIER ROZEILLE";"23140";587365;2103432;"GRANITE"
"Carrières de la Gartempe SAS ";"Le Bas Pouyaud";"87";"87210";"LA CROIX SUR GARTEMPE";"87052";496175;2128872;"GNEISS"
"IMERYS CERAMICS France";"Les Tourtes, La Grande Terre, l'Age";"87";"87510";"ST JOUVENT";"87152";513861;2107447;"LEPTYNITES"
"CARRIERES DE MEN ARVOR SA (Bord)";"Bord";"87";"87500";"ST YRIEIX LA PERCHE";"87187";506097;2053154;"GNEISS"
"CARRIERES DU MASSIF CENTRAL STE (SCMC)";"LA CHARGEANIE";"19";"19190";"BEYNAT";"19023";553651;2016199;"GNEISS"
"BROSSON MICHEL ";"DASTRES DE CHASTANET";"19";"19100";"BRIVE LA GAILLARDE";"19031";537465;2015668;"GRES"
"LACHAUX J. SARL - LISSOULIERE I";"LISSOULIERE I";"19";"19100";"BRIVE LA GAILLARDE";"19031";534004;2015224;"GRES"
"MARBRERIE SALAGNAC - COUDERT";"SOUS LES FRADASSES";"19";"19170";"BUGEAT";"19033";566724;2067023;"GRANITE"
"JAUBERTIE JEAN-PIERRE";"LAS PLASSAS";"19";"19600";"NESPOULS";"19147";533407;2004266;"GRANITE"
"PREST'AGRI";"AU MONT DE DOMVAST";"80";"80150";"BRAILLY CORNEHOTTE";"80133";571126;2578954;"CRAIE"
"CARRIERES DU VAL DE SOMME  (ex CRP)";"LE PRIEURE";"80";"80310";"CROUY ST PIERRE";"80229";584569;2550358;"CRAIE"
"FERTE JACKY ex LECAT GEORGES";"FOND DE CAYEUX";"80";"80390";"FRESSENNEVILLE";"80360";545235;2565363;"CRAIE"
"LIEPPE SARL";"DERRIERE L'EGLISE";"80";"80600";"HUMBERCOURT";"80445";608839;2579727;"CRAIE"
"TIMAC AGRO SAS";"Le Bois de Milly-Fief";"80";"80630";"BEAUVAL";"80071";600087;2567153;"CRAIE"
"CHENE POUILLEUX (GAEC DU)";"les Rideaux vers Etrejust";"80";"80140";"EPAUMESNIL";"80269";566681;2546627;"CRAIE"
"ANTROPE Saint Leu d'Esserent - Carrières";"Le Froid Vent";"60";"60340";"ST LEU D ESSERENT";"60584";604681;2469714;"CALCAIRE"
"THIEULLOY-L'ABBAYE (Mairie de)";"Lieu-dit ""le Mentant aux Anglais""";"80";"80640";"THIEULLOY L ABBAYE";"80754";573672;2536189;"CRAIE"
"AUMONT AFR";"LE BOIS L'ABBE";"80";"80640";"AUMONT";"80041";570240;2541863;"CRAIE"
"CHAUX DE BORAN PRECY-SUR-OISE";"LES CRAIES";"60";"60820";"BORAN SUR OISE";"60086";602013;2465877;"CRAIE"
"DALLE Gérard SARL";"AU BOIS";"80";"80140";"CANNESSIERES";"80169";558388;2549015;"CRAIE"
"2C MATERIAUX (ex ANTROPE S.N.C)";"BOIS DE LA GARENNE-AU BOIS PAYEN-A LA";"80";"80340";"CHUIGNOLLES";"80195";628819;2546091;"CALCAIRE"
"PIERRES DE CAPPY (ex CRP)";"LES CARRIERES";"80";"80340";"CAPPY";"80172";630752;2547758;"CALCAIRE"
"CHAUFOUR (SCEA DU)";"Vallée Baffoy";"80";"80290";"COURCELLES SOUS MOYENCOURT";"80218";579172;2534751;"CRAIE"
"THULLIEZ SCEA";"Pré Manset";"80";"80300";"SENLIS LE SEC";"80733";617807;2558394;"CRAIE"
"LES PIERRES BOURGUIGNONNES";"LES CHAUMES";"71";"71390";"BUXY";"71070";778756;2194012;"CALCAIRE"
"MASSON SA (La Montagne)";"La Montagne";"71";"71118";"ST MARTIN BELLE ROCHE";"71448";792779;2156829;"CALCAIRE"
"CARRIERES ET MATERIAUX D'ASNIERES (CMA)";"RD 951";"89";"89660";"ASNIERES SOUS BOIS";"89020";698538;2275945;"CALCAIRE"
"RAULT (SA Carrières) - Plérin";"PERSAS";"22";"22190";"PLERIN";"22187";220055;2405214;"SCHISTES"
"HOCHET TP (SARL)";"Grevelins";"35";"35330";"LES BRULAIS";"35046";271472;2330522;"SCHISTES"
"LAGADEC Lampaul Guimiliau";"PONT PINVIDIC";"29";"29400";"LAMPAUL GUIMILIAU";"29097";126501;2407332;"QUARTZITES"
"CMGO - Pleyber Christ";"RUVERNISSON";"29";"29410";"PLEYBER CHRIST";"29163";139113;2407369;"GRANITE"
"LE PAPE SA - QUIMPER";"Kervrahu";"29";"29000";"QUIMPER";"29232";115754;2354813;"MYLONITES"
"CMGO Car. Matériaux Gd Ouest (ex HELARY)";"LA VALLEE GAUDIN";"22";"22400";"ANDEL";"22002";236988;2400227;"SCHISTES"
"GOUVIARD (SA CARRIERES de) - Bréhand";"PONT DE PIERRE";"22";"22510";"BREHAND";"22015";234704;2388425;"GRES"
"BRANDEFERT (SAS CARRIERES)";"LA ROCHE";"22";"22160";"CALANHEL";"22024";170601;2398261;"DIORITES"
"GOUVIARD (SA CARRIERES de) - Canihuel";"BAUDRY";"22";"22480";"CANIHUEL";"22029";198421;2386649;"QUARTZITES"
"BRANDEFERT (SA CARRIERES)";"VAUGRE";"22";"22630";"LES CHAMPS GERAUX";"22035";278255;2389966;"MICASCHISTES"
"GRES D'ERQUY SARL";"LOURTOUE";"22";"22430";"ERQUY";"22054";245717;2415575;"GRES"
"DAMREC SAS";"GUERPHALES";"22";"22110";"GLOMEL";"22061";172832;2370224;"ANDALOUSITE"
"FREHEL (SARL CARRIERES DE) - Hénansal";"LES VAUX";"22";"22400";"HENANSAL";"22077";249318;2405636;"SCHISTES"
"SRTP (Sté Rhoéginéenne de T.P)";"LES TOURELLES";"22";"22400";"LAMBALLE";"22093";239465;2395155;"GNEISS"
"GICQUEL PERE ET FILS (sarl) - La Landec";"LE TERTRE ISAAC";"22";"22980";"LA LANDEC";"22097";264631;2388811;"GRANITE"
"HILLION SARL - Languedias";"LE HOUX";"22";"22980";"LANGUEDIAS";"22104";264648;2387898;"GRANITE"
"GRANIOUEST - Le Tertre du Houx";"LE TERTRE DU HOUX";"22";"22980";"LANGUEDIAS";"22104";264648;2387898;"GRANITE"
"GUITTERNEL - Megrit";"QUELARON";"22";"22270";"MEGRIT";"22145";261342;2386526;"GRANITE"
"HILLION SARL - Megrit";"LE CHENE MARQUET";"22";"22270";"MEGRIT";"22145";260676;2385658;"GRANITE"
"ARMORICAINE DE GRANITE (SAG 1)";"CLARTE RANGUILLEDAN";"22";"22700";"PERROS GUIREC";"22168";173176;2440058;"GRANITE"
"PERON Jean Noël";"Coat Dero";"29";"29120";"COMBRIT";"29037";111892;2342091;"GRANITE"
"DELHOMMEAU (STE ROUTIERE) - CROZON";"Le Cleguer";"29";"29160";"CROZON";"29042";90802;2387046;"GRES"
"CARRIERES BRETONNES - Elliant";"KEROANTEC-KERANVEO";"29";"29370";"ELLIANT";"29049";135926;2348860;"MYLONITES"
